NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0143-9376,HUMAN PRESCRIPTION DRUG,Etoposide,,Etoposide,INJECTION,INTRAVENOUS,19960501,,ANDA,ANDA074290,Hikma Pharmaceuticals USA Inc.,ETOPOSIDE,20,mg/mL,"Topoisomerase Inhibitor [EPC], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9377,HUMAN PRESCRIPTION DRUG,Argatroban,,Argatroban,INJECTION,INTRAVENOUS,20200325,,NDA,NDA203049,Hikma Pharmaceuticals USA Inc.,ARGATROBAN,50,mg/50mL,"Anti-coagulant [EPC], Direct Thrombin Inhibitor [EPC], Thrombin Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9378,HUMAN PRESCRIPTION DRUG,Daptomycin,,Daptomycin,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20200101,,ANDA,ANDA212022,Hikma Pharmaceuticals USA Inc.,DAPTOMYCIN,500,mg/10mL,"Lipopeptide Antibacterial [EPC], Lipopeptides [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9379,HUMAN PRESCRIPTION DRUG,Midazolam in Sodium Chloride,,Midazolam in Sodium Chloride,INJECTION,INTRAVENOUS,20230519,,ANDA,ANDA216159,Hikma Pharmaceuticals USA Inc.,MIDAZOLAM HYDROCHLORIDE,1,mg/mL,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9380,HUMAN PRESCRIPTION DRUG,Midazolam in Sodium Chloride,,Midazolam in Sodium Chloride,INJECTION,INTRAVENOUS,20230519,,ANDA,ANDA216159,Hikma Pharmaceuticals USA Inc.,MIDAZOLAM HYDROCHLORIDE,1,mg/mL,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9381,HUMAN PRESCRIPTION DRUG,Doxycycline,,Doxycycline,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,20210517,,ANDA,ANDA062992,Hikma Pharmaceuticals USA Inc.,DOXYCYCLINE HYCLATE,100,mg/1,"Tetracycline-class Drug [EPC], Tetracyclines [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9384,HUMAN PRESCRIPTION DRUG,FOSAPREPITANT DIMEGLUMINE,,FOSAPREPITANT DIMEGLUMINE,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20200908,,ANDA,ANDA213106,Hikma Pharmaceuticals USA Inc.,FOSAPREPITANT DIMEGLUMINE,150,mg/5mL,"Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Neurokinin 1 Antagonists [MoA], Substance P/Neurokinin-1 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9385,HUMAN PRESCRIPTION DRUG,decitabine,,decitabine,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20220415,,ANDA,ANDA213472,Hikma Pharmaceuticals USA Inc.,DECITABINE,50,mg/1,"Nucleic Acid Synthesis Inhibitors [MoA], Nucleoside Metabolic Inhibitor [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9386,HUMAN PRESCRIPTION DRUG,Acetaminophen,,Acetaminophen,INJECTION,INTRAVENOUS,20220603,,NDA,NDA206968,Hikma Pharmaceuticals USA Inc.,ACETAMINOPHEN,1000,mg/100mL,,,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9387,HUMAN PRESCRIPTION DRUG,Triamcinolone Acetonide,,Triamcinolone Acetonide,"INJECTION, SUSPENSION",INTRA-ARTICULAR; INTRAMUSCULAR,20250303,,ANDA,ANDA215254,Hikma Pharmaceuticals USA Inc.,TRIAMCINOLONE ACETONIDE,40,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9391,HUMAN PRESCRIPTION DRUG,REMIFENTANIL HYDROCHLORIDE,,REMIFENTANIL HYDROCHLORIDE,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20210515,,ANDA,ANDA210594,Hikma Pharmaceuticals USA Inc.,REMIFENTANIL HYDROCHLORIDE,1,mg/mL,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9392,HUMAN PRESCRIPTION DRUG,REMIFENTANIL HYDROCHLORIDE,,REMIFENTANIL HYDROCHLORIDE,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20210515,,ANDA,ANDA210594,Hikma Pharmaceuticals USA Inc.,REMIFENTANIL HYDROCHLORIDE,2,mg/2mL,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9393,HUMAN PRESCRIPTION DRUG,REMIFENTANIL HYDROCHLORIDE,,REMIFENTANIL HYDROCHLORIDE,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20210515,,ANDA,ANDA210594,Hikma Pharmaceuticals USA Inc.,REMIFENTANIL HYDROCHLORIDE,5,mg/5mL,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9396,HUMAN PRESCRIPTION DRUG,Cisatracurium Besylate,,Cisatracurium Besylate,INJECTION,INTRAVENOUS,20230531,,ANDA,ANDA203078,Hikma Pharmaceuticals USA Inc.,CISATRACURIUM BESYLATE,2,mg/mL,"Neuromuscular Nondepolarizing Blockade [PE], Nondepolarizing Neuromuscular Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9397,HUMAN PRESCRIPTION DRUG,Cisatracurium Besylate,,Cisatracurium Besylate,INJECTION,INTRAVENOUS,20250317,,ANDA,ANDA203079,Hikma Pharmaceuticals USA Inc.,CISATRACURIUM BESYLATE,2,mg/mL,"Neuromuscular Nondepolarizing Blockade [PE], Nondepolarizing Neuromuscular Blocker [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9398,HUMAN PRESCRIPTION DRUG,ertapenem sodium,,ertapenem sodium,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20210802,,ANDA,ANDA208790,"Hikma Pharmaceuticals USA, Inc.",ERTAPENEM SODIUM,1,g/1,"Carbapenems [CS], Penem Antibacterial [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9428,HUMAN PRESCRIPTION DRUG,FOSAPREPITANT DIMEGLUMINE,,FOSAPREPITANT DIMEGLUMINE,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20210501,,ANDA,ANDA213106,Hikma Pharmaceuticals USA Inc.,FOSAPREPITANT DIMEGLUMINE,150,mg/5mL,"Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Neurokinin 1 Antagonists [MoA], Substance P/Neurokinin-1 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9429,HUMAN PRESCRIPTION DRUG,Ertapenem,,ertapenem sodium,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20250228,,ANDA,ANDA218067,Hikma Pharmaceuticals USA Inc.,ERTAPENEM SODIUM,1,g/1,"Carbapenems [CS], Penem Antibacterial [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9430,HUMAN PRESCRIPTION DRUG,Meropenem,,Meropenem,INJECTION,INTRAVENOUS,20240901,,ANDA,ANDA216424,Hikma Pharmaceuticals USA Inc.,MEROPENEM,500,mg/20mL,"Carbapenems [CS], Penem Antibacterial [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9431,HUMAN PRESCRIPTION DRUG,Meropenem,,Meropenem,INJECTION,INTRAVENOUS,20240901,,ANDA,ANDA216424,Hikma Pharmaceuticals USA Inc.,MEROPENEM,1,g/30mL,"Carbapenems [CS], Penem Antibacterial [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9432,HUMAN PRESCRIPTION DRUG,Combogesic,,ACETAMINOPHEN and IBUPROFEN,"TABLET, FILM COATED",ORAL,20250106,,NDA,NDA209471,Hikma Pharmaceuticals USA Inc,ACETAMINOPHEN; IBUPROFEN,325; 97.5,mg/1; mg/1,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20261231,M79.3,"[{""icd10_code"":""M79.3"",""description"":""Panniculitis, unspecified"",""confidence"":0.3,""context"":""general pain/inflammation""},{""icd10_code"":""M25.50"",""description"":""Pain in unspecified joint"",""confidence"":0.25,""context"":""joint pain""},{""icd10_code"":""R50.9"",""description"":""Fever, unspecified"",""confidence"":0.2,""context"":""fever reduction""},{""icd10_code"":""G43.909"",""description"":""Migraine, unspecified, not intractable, without status migrainosus"",""confidence"":0.15,""context"":""headache""},{""icd10_code"":""M79.1"",""description"":""Myalgia"",""confidence"":0.1,""context"":""muscle pain""}]",0.30
0143-9501,HUMAN PRESCRIPTION DRUG,Haloperidol,,Haloperidol lactate,INJECTION,INTRAMUSCULAR,20010619,,ANDA,ANDA075858,Hikma Pharmaceuticals USA Inc.,HALOPERIDOL LACTATE,5,mg/mL,Typical Antipsychotic [EPC],,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9502,HUMAN PRESCRIPTION DRUG,Haloperidol,,Haloperidol Lactate,INJECTION,INTRAMUSCULAR,20010619,,ANDA,ANDA075858,Hikma Pharmaceuticals USA Inc.,HALOPERIDOL LACTATE,5,mg/mL,Typical Antipsychotic [EPC],,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9503,HUMAN PRESCRIPTION DRUG,AcetaZOLAMIDE,,Acetazolamide,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,19960501,,ANDA,ANDA040089,Hikma Pharmaceuticals USA Inc.,ACETAZOLAMIDE SODIUM,500,mg/1,"Carbonic Anhydrase Inhibitor [EPC], Carbonic Anhydrase Inhibitors [MoA], Sulfonamides [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9504,HUMAN PRESCRIPTION DRUG,CISplatin,,Cisplatin,INJECTION,INTRAVENOUS,20001107,,ANDA,ANDA075036,West-Ward Pharmaceuticals Corp,CISPLATIN,1,mg/mL,"Platinum-based Drug [EPC], Platinum-containing Compounds [EXT]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9505,HUMAN PRESCRIPTION DRUG,CISplatin,,Cisplatin,INJECTION,INTRAVENOUS,20001107,,ANDA,ANDA075036,West-Ward Pharmaceuticals Corp,CISPLATIN,1,mg/mL,"Platinum-based Drug [EPC], Platinum-containing Compounds [EXT]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9506,HUMAN PRESCRIPTION DRUG,Etomidate,,Etomidate,INJECTION,INTRAVENOUS,20160225,,ANDA,ANDA202354,Hikma Pharmaceuticals USA Inc.,ETOMIDATE,2,mg/mL,"General Anesthesia [PE], General Anesthetic [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9507,HUMAN PRESCRIPTION DRUG,Etomidate,,Etomidate,INJECTION,INTRAVENOUS,20160225,,ANDA,ANDA202354,Hikma Pharmaceuticals USA Inc.,ETOMIDATE,2,mg/mL,"General Anesthesia [PE], General Anesthetic [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9508,HUMAN PRESCRIPTION DRUG,Ketamine Hydrochloride,,Ketamine Hydrochloride,INJECTION,INTRAMUSCULAR; INTRAVENOUS,19960701,,ANDA,ANDA074524,Hikma Pharmaceuticals USA Inc.,KETAMINE HYDROCHLORIDE,50,mg/mL,"General Anesthesia [PE], General Anesthetic [EPC]",CIII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9509,HUMAN PRESCRIPTION DRUG,Ketamine Hydrochloride,,Ketamine Hydrochloride,INJECTION,INTRAMUSCULAR; INTRAVENOUS,19960701,,ANDA,ANDA074524,Hikma Pharmaceuticals USA Inc.,KETAMINE HYDROCHLORIDE,100,mg/mL,"General Anesthesia [PE], General Anesthetic [EPC]",CIII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9510,HUMAN PRESCRIPTION DRUG,Etoposide,,Etoposide,INJECTION,INTRAVENOUS,19960501,,ANDA,ANDA074290,Hikma Pharmaceuticals USA Inc.,ETOPOSIDE,20,mg/mL,"Topoisomerase Inhibitor [EPC], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9511,HUMAN PRESCRIPTION DRUG,Etoposide,,Etoposide,INJECTION,INTRAVENOUS,19970201,,ANDA,ANDA074290,Hikma Pharmaceuticals USA Inc.,ETOPOSIDE,20,mg/mL,"Topoisomerase Inhibitor [EPC], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9512,HUMAN PRESCRIPTION DRUG,Etoposide,,Etoposide,INJECTION,INTRAVENOUS,19970201,,ANDA,ANDA074290,Hikma Pharmaceuticals USA Inc.,ETOPOSIDE,20,mg/mL,"Topoisomerase Inhibitor [EPC], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9513,HUMAN PRESCRIPTION DRUG,Palonosetron Hydrochloride,,Palonosetron Hydrochloride,INJECTION,INTRAVENOUS,20170901,,NDA,NDA207963,West-Ward Pharmaceuticals Corp,PALONOSETRON HYDROCHLORIDE,0.25,mg/2mL,"Serotonin 3 Receptor Antagonists [MoA], Serotonin-3 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9514,HUMAN PRESCRIPTION DRUG,DROPERIDOL,,DROPERIDOL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20220601,,ANDA,ANDA208197,Hikma Pharmaceuticals USA Inc.,DROPERIDOL,2.5,mg/mL,"Dopamine D2 Antagonists [MoA], Dopamine-2 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9515,HUMAN PRESCRIPTION DRUG,DROPERIDOL,,DROPERIDOL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,20220601,,ANDA,ANDA208197,Hikma Pharmaceuticals USA Inc.,DROPERIDOL,2.5,mg/mL,"Dopamine D2 Antagonists [MoA], Dopamine-2 Receptor Antagonist [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9516,HUMAN PRESCRIPTION DRUG,Methotrexate,,Methotrexate,SOLUTION,INTRA-ARTERIAL; INTRAMUSCULAR; INTRATHECAL; INTRAVENOUS,20180105,,ANDA,ANDA089343,Hikma Pharmaceuticals USA Inc.,METHOTREXATE,25,mg/mL,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9517,HUMAN PRESCRIPTION DRUG,Methotrexate,,Methotrexate,SOLUTION,INTRA-ARTERIAL; INTRAMUSCULAR; INTRATHECAL; INTRAVENOUS,20180105,,ANDA,ANDA089342,Hikma Pharmaceuticals USA Inc.,METHOTREXATE,25,mg/mL,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9518,HUMAN PRESCRIPTION DRUG,Methotrexate,,Methotrexate,SOLUTION,INTRA-ARTERIAL; INTRAMUSCULAR; INTRATHECAL; INTRAVENOUS,20180105,,ANDA,ANDA089341,Hikma Pharmaceuticals USA Inc.,METHOTREXATE,25,mg/mL,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9519,HUMAN PRESCRIPTION DRUG,Methotrexate,,Methotrexate,SOLUTION,INTRA-ARTERIAL; INTRAMUSCULAR; INTRATHECAL; INTRAVENOUS,20171010,,ANDA,ANDA089340,Hikma Pharmaceuticals USA Inc.,METHOTREXATE,25,mg/mL,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9525,HUMAN PRESCRIPTION DRUG,Dexmedetomidine Hydrochloride,,Dexmedetomidine Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,20200130,,ANDA,ANDA206407,Hikma Pharmaceuticals USA Inc.,DEXMEDETOMIDINE HYDROCHLORIDE,4,ug/mL,"Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC], General Anesthesia [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9526,HUMAN PRESCRIPTION DRUG,Dexmedetomidine Hydrochloride,,Dexmedetomidine Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,20200130,,ANDA,ANDA206407,Hikma Pharmaceuticals USA Inc.,DEXMEDETOMIDINE HYDROCHLORIDE,4,ug/mL,"Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC], General Anesthesia [PE]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9529,HUMAN PRESCRIPTION DRUG,Fluphenazine Decanoate,,Fluphenazine Decanoate,INJECTION,INTRAMUSCULAR; SUBCUTANEOUS,19960830,,ANDA,ANDA074531,Hikma Pharmaceuticals USA Inc.,FLUPHENAZINE DECANOATE,25,mg/mL,"Phenothiazine [EPC], Phenothiazines [CS]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9530,HUMAN PRESCRIPTION DRUG,Ifosfamide,,Ifosfamide,INJECTION,INTRAVENOUS,20170610,,ANDA,ANDA076619,Hikma Pharmaceuticals USA Inc.,IFOSFAMIDE,50,mg/mL,"Alkylating Activity [MoA], Alkylating Drug [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9531,HUMAN PRESCRIPTION DRUG,Ifosfamide,,Ifosfamide,INJECTION,INTRAVENOUS,20170610,,ANDA,ANDA076619,Hikma Pharmaceuticals USA Inc.,IFOSFAMIDE,50,mg/mL,"Alkylating Activity [MoA], Alkylating Drug [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9532,HUMAN PRESCRIPTION DRUG,Dexmedetomidine HCl,,Dexmedetomidine HCl,INJECTION,INTRAVENOUS,20170426,,ANDA,ANDA205046,Hikma Pharmaceuticals USA Inc.,DEXMEDETOMIDINE HYDROCHLORIDE,100,ug/mL,"Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC], General Anesthesia [PE]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9533,HUMAN PRESCRIPTION DRUG,Allopurinol sodium,,Allopurinol sodium,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,20040901,,ANDA,ANDA076870,Hikma Pharmaceuticals USA Inc.,ALLOPURINOL SODIUM,500,mg/25mL,"Xanthine Oxidase Inhibitor [EPC], Xanthine Oxidase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9534,HUMAN PRESCRIPTION DRUG,Linezolid,,Linezolid,"INJECTION, SOLUTION",INTRAVENOUS,20221227,,ANDA,ANDA206454,Hikma Pharmaceuticals USA Inc.,LINEZOLID,600,mg/300mL,"Oxazolidinone Antibacterial [EPC], Oxazolidinones [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9542,HUMAN PRESCRIPTION DRUG,Nicardipine Hydrochloride,,Nicardipine Hydrochloride,INJECTION,INTRAVENOUS,20120302,,NDA,NDA022276,Hikma Pharmaceuticals USA Inc.,NICARDIPINE HYDROCHLORIDE,2.5,mg/mL,"Calcium Channel Antagonists [MoA], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Dihydropyridine Calcium Channel Blocker [EPC], Dihydropyridines [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9546,HUMAN PRESCRIPTION DRUG,Adriamycin,,Doxorubicin Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,19960501,,ANDA,ANDA064097,Hikma Pharmaceuticals USA Inc.,DOXORUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC], Anthracyclines [CS], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0143-9547,HUMAN PRESCRIPTION DRUG,Adriamycin,,Doxorubicin Hydrochloride,"INJECTION, SOLUTION",INTRAVENOUS,19960501,,ANDA,ANDA062975,Hikma Pharmaceuticals USA Inc.,DOXORUBICIN HYDROCHLORIDE,2,mg/mL,"Anthracycline Topoisomerase Inhibitor [EPC], Anthracyclines [CS], Topoisomerase Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
