NDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,NDC_EXCLUDE_FLAG,LISTING_RECORD_CERTIFIED_THROUGH,PRIMARY_ICD10,ALL_ICD10_MAPPINGS,MAPPING_CONFIDENCE
0054-3556,HUMAN PRESCRIPTION DRUG,Methadone Hydrochloride,,Methadone Hydrochloride,SOLUTION,ORAL,19820830,,ANDA,ANDA087997,Hikma Pharmaceuticals USA Inc.,METHADONE HYDROCHLORIDE,10,mg/5mL,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3566,HUMAN PRESCRIPTION DRUG,Midazolam Hydrochloride,,Midazolam Hydrochloride,SYRUP,ORAL,20020430,,ANDA,ANDA075873,Hikma Pharmaceuticals USA Inc.,MIDAZOLAM HYDROCHLORIDE,2,mg/mL,"Benzodiazepine [EPC], Benzodiazepines [CS]",CIV,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3630,HUMAN PRESCRIPTION DRUG,Naproxen,,Naproxen,SUSPENSION,ORAL,20210224,,ANDA,ANDA074190,Hikma Pharmaceuticals USA Inc.,NAPROXEN,125,mg/5mL,"Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3721,HUMAN PRESCRIPTION DRUG,PredniSONE Intensol,,PredniSONE Intensol,"SOLUTION, CONCENTRATE",ORAL,19850220,,ANDA,ANDA088810,Hikma Pharmaceuticals USA Inc.,PREDNISONE,5,mg/mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3722,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,SOLUTION,ORAL,19841108,,ANDA,ANDA088703,Hikma Pharmaceuticals USA Inc.,PREDNISONE,5,mg/5mL,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3727,HUMAN PRESCRIPTION DRUG,Propranolol Hydrochloride,,Propranolol Hydrochloride,SOLUTION,ORAL,19870515,,ANDA,ANDA070979,Hikma Pharmaceuticals USA Inc.,PROPRANOLOL HYDROCHLORIDE,20,mg/5mL,"Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-3730,HUMAN PRESCRIPTION DRUG,Propranolol Hydrochloride,,Propranolol Hydrochloride,SOLUTION,ORAL,19870515,,ANDA,ANDA070690,Hikma Pharmaceuticals USA Inc.,PROPRANOLOL HYDROCHLORIDE,40,mg/5mL,"Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4146,HUMAN PRESCRIPTION DRUG,Clotrimazole,,Clotrimazole,LOZENGE,ORAL; TOPICAL,20040729,,ANDA,ANDA076387,Hikma Pharmacuticals USA USA Inc.,CLOTRIMAZOLE,10,mg/1,"Azole Antifungal [EPC], Azoles [CS]",,N,20251231,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0054-4179,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750725,,ANDA,ANDA084611,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,0.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4180,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750603,,ANDA,ANDA084613,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,0.75,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4181,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19830915,,ANDA,ANDA088306,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,1,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4182,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750519,,ANDA,ANDA084610,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,1.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4183,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19820826,,ANDA,ANDA087916,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,2,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4184,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19780719,,ANDA,ANDA084612,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,4,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4186,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19830915,,ANDA,ANDA088316,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,6,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4297,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19831110,,NDA,NDA018823,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,20,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4299,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19831110,,NDA,NDA018823,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,40,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4301,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19910313,,ANDA,ANDA070086,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,80,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4496,HUMAN PRESCRIPTION DRUG,Leucovorin Calcium,,Leucovorin Calcium,TABLET,ORAL,19930222,,ANDA,ANDA072733,Hikma Pharmaceuticals USA Inc.,LEUCOVORIN CALCIUM,5,mg/1,"Folate Analog [EPC], Folic Acid [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4497,HUMAN PRESCRIPTION DRUG,Leucovorin Calcium,,Leucovorin Calcium,TABLET,ORAL,19930222,,ANDA,ANDA072734,Hikma Pharmaceuticals USA Inc.,LEUCOVORIN CALCIUM,10,mg/1,"Folate Analog [EPC], Folic Acid [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4498,HUMAN PRESCRIPTION DRUG,Leucovorin Calcium,,Leucovorin Calcium,TABLET,ORAL,19930222,,ANDA,ANDA072735,Hikma Pharmaceuticals USA Inc.,LEUCOVORIN CALCIUM,15,mg/1,"Folate Analog [EPC], Folic Acid [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4499,HUMAN PRESCRIPTION DRUG,Leucovorin Calcium,,Leucovorin Calcium,TABLET,ORAL,19930222,,ANDA,ANDA072736,Hikma Pharmaceuticals USA Inc.,LEUCOVORIN CALCIUM,25,mg/1,"Folate Analog [EPC], Folic Acid [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4527,HUMAN PRESCRIPTION DRUG,Lithium Carbonate,,Lithium Carbonate,TABLET,ORAL,19820129,,NDA,NDA018558,Hikma Pharmaceuticals USA Inc.,LITHIUM CARBONATE,300,mg/1,Mood Stabilizer [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4538,HUMAN PRESCRIPTION DRUG,DISKETS,,Methadone Hydrochloride,TABLET,ORAL,19730314,,NDA,NDA017058,Hikma Pharmaceuticals USA Inc.,METHADONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA], Opioid Agonist [EPC]",CII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4550,HUMAN PRESCRIPTION DRUG,Methotrexate Sodium,,Methotrexate Sodium,TABLET,ORAL,19940801,,ANDA,ANDA040054,Hikma Pharmaceuticals USA Inc.,METHOTREXATE SODIUM,2.5,mg/1,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4581,HUMAN PRESCRIPTION DRUG,Mercaptopurine,,Mercaptopurine,TABLET,ORAL,20040213,,ANDA,ANDA040528,Hikma Pharmaceuticals USA Inc.,MERCAPTOPURINE,50,mg/1,"Nucleic Acid Synthesis Inhibitors [MoA], Nucleoside Metabolic Inhibitor [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4582,HUMAN PRESCRIPTION DRUG,MERCAPTOPURINE,,MERCAPTOPURINE,SUSPENSION,ORAL,20250226,,ANDA,ANDA216418,Hikma Pharmaceuticals USA Inc.,MERCAPTOPURINE,20,mg/mL,"Nucleic Acid Synthesis Inhibitors [MoA], Nucleoside Metabolic Inhibitor [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4728,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19720421,,ANDA,ANDA080352,Hikma Pharmaceuticals USA Inc.,PREDNISONE,5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4741,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19820422,,ANDA,ANDA087800,Hikma Pharmaceuticals USA Inc.,PREDNISONE,1,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-4742,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19820422,,ANDA,ANDA087801,Hikma Pharmaceuticals USA Inc.,PREDNISONE,2.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8146,HUMAN PRESCRIPTION DRUG,Clotrimazole,,Clotrimazole,LOZENGE,ORAL; TOPICAL,20040729,20250731,ANDA,ANDA076387,Hikma Pharmacuticals USA USA Inc.,CLOTRIMAZOLE,10,mg/1,"Azole Antifungal [EPC], Azoles [CS]",,N,,L30.9,"[{""icd10_code"":""L30.9"",""description"":""Dermatitis, unspecified"",""confidence"":0.6,""context"":""skin condition""},{""icd10_code"":""L20.9"",""description"":""Atopic dermatitis, unspecified"",""confidence"":0.2,""context"":""eczema""},{""icd10_code"":""L40.9"",""description"":""Psoriasis, unspecified"",""confidence"":0.2,""context"":""psoriasis""}]",0.60
0054-8174,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19830915,,ANDA,ANDA088306,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,1,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8175,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19780719,,ANDA,ANDA084612,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,4,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8176,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19820826,,ANDA,ANDA087916,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,2,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8179,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750725,,ANDA,ANDA084611,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,0.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8180,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750603,,ANDA,ANDA084613,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,0.75,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8181,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19750519,,ANDA,ANDA084610,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,1.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8183,HUMAN PRESCRIPTION DRUG,Dexamethasone,,Dexamethasone,TABLET,ORAL,19830915,,ANDA,ANDA088316,"Hikma Pharmaceuticals USA, Inc.",DEXAMETHASONE,6,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8297,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19831110,,NDA,NDA018823,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,20,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8299,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19831110,,NDA,NDA018823,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,40,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8301,HUMAN PRESCRIPTION DRUG,Furosemide,,Furosemide,TABLET,ORAL,19910313,,ANDA,ANDA070086,Hikma Pharmaceuticals USA Inc.,FUROSEMIDE,80,mg/1,"Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8496,HUMAN PRESCRIPTION DRUG,Leucovorin Calcium,,Leucovorin Calcium,TABLET,ORAL,19930222,,ANDA,ANDA072733,Hikma Pharmaceuticals USA Inc.,LEUCOVORIN CALCIUM,5,mg/1,"Folate Analog [EPC], Folic Acid [CS]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8526,HUMAN PRESCRIPTION DRUG,Lithium Carbonate,,Lithium Carbonate,"CAPSULE, GELATIN COATED",ORAL,19870128,,NDA,NDA017812,Hikma Pharmaceuticals USA Inc.,LITHIUM CARBONATE,150,mg/1,Mood Stabilizer [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8527,HUMAN PRESCRIPTION DRUG,Lithium Carbonate,,Lithium Carbonate,"CAPSULE, GELATIN COATED",ORAL,19801126,,NDA,NDA017812,Hikma Pharmaceuticals USA Inc.,LITHIUM CARBONATE,300,mg/1,Mood Stabilizer [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8528,HUMAN PRESCRIPTION DRUG,Lithium Carbonate,,Lithium Carbonate,TABLET,ORAL,19820614,,NDA,NDA018558,Hikma Pharmaceuticals USA Inc.,LITHIUM CARBONATE,300,mg/1,Mood Stabilizer [EPC],,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8550,HUMAN PRESCRIPTION DRUG,Methotrexate Sodium,,Methotrexate Sodium,TABLET,ORAL,19940801,,ANDA,ANDA040054,Hikma Pharmaceuticals USA Inc.,METHOTREXATE SODIUM,2.5,mg/1,"Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8724,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19720421,,ANDA,ANDA080352,Hikma Pharmaceuticals USA Inc.,PREDNISONE,5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8739,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19820422,,ANDA,ANDA087800,Hikma Pharmaceuticals USA Inc.,PREDNISONE,1,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-8740,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,19820422,,ANDA,ANDA087801,Hikma Pharmaceuticals USA Inc.,PREDNISONE,2.5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-9628,HUMAN PRESCRIPTION DRUG,sodium oxybate,,sodium oxybate,SOLUTION,ORAL,20230103,,NDA AUTHORIZED GENERIC,NDA021196,Hikma Pharmaceuticals USA Inc.,SODIUM OXYBATE,0.5,g/mL,"Central Nervous System Depressant [EPC], Central Nervous System Depression [PE], Decreased Central Nervous System Organized Electrical Activity [PE]",CIII,N,20251231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-9817,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,20200323,,ANDA,ANDA084122,Hikma Pharmaceuticals USA Inc.,PREDNISONE,10,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-9818,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,20200323,,ANDA,ANDA087342,Hikma Pharmaceuticals USA Inc.,PREDNISONE,20,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0054-9828,HUMAN PRESCRIPTION DRUG,PredniSONE,,PredniSONE,TABLET,ORAL,20200323,,ANDA,ANDA080352,Hikma Pharmaceuticals USA Inc.,PREDNISONE,5,mg/1,"Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]",,N,20261231,Z51.81,"[{""icd10_code"":""Z51.81"",""description"":""Encounter for therapeutic drug level monitoring"",""confidence"":0.1,""context"":""generic drug therapy""}]",0.10
0065-0023,HUMAN PRESCRIPTION DRUG,MIOSTAT,,carbachol,SOLUTION,OPHTHALMIC,19740415,,NDA,NDA016968,"Alcon Laboratories, Inc.",CARBACHOL,0.1,mg/mL,"Cholinergic Agonists [MoA], Cholinergic Receptor Agonist [EPC]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0065-0085,HUMAN OTC DRUG,Naphcon A,,naphazoline hydrochloride and pheniramine maleate,SOLUTION/ DROPS,OPHTHALMIC,19940608,,NDA,NDA020226,"Alcon Laboratories, Inc.",NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,.25; 3,mg/mL; mg/mL,,,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
0065-0092,HUMAN PRESCRIPTION DRUG,FLUORESCITE,,fluorescein sodium,"INJECTION, SOLUTION",OPHTHALMIC,19720915,,NDA,NDA021980,"Alcon, Inc.",FLUORESCEIN SODIUM,100,mg/mL,"Diagnostic Dye [EPC], Dyes [MoA]",,N,20251231,H10.9,"[{""icd10_code"":""H10.9"",""description"":""Unspecified conjunctivitis"",""confidence"":0.4,""context"":""eye infection""},{""icd10_code"":""H40.9"",""description"":""Unspecified glaucoma"",""confidence"":0.3,""context"":""glaucoma""},{""icd10_code"":""H16.9"",""description"":""Unspecified keratitis"",""confidence"":0.3,""context"":""corneal condition""}]",0.40
